"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","BrgyCount","BrgyArea","BrgyDensity"
"11406","REGION II - CAGAYAN VALLEY","CAGAYAN","ALLACAPAN","Labben",1754,1754,425,29836.88,1886,15.8201908801697,110.870975785672
"34213","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Sabang Zone II (Pob.)",3680,3668,834,23234.78,3102,7.49025789813024,491.304845580634
"34200","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Jubasan",3228,3228,657,23234.78,3102,7.49025789813024,430.959793895186
"34212","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Kinabranan Zone II (Pob.)",2894,2894,638,23234.78,3102,7.49025789813024,386.368538888683
"34197","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Cabacungan",2176,2176,467,23234.78,3102,7.49025789813024,290.510691299853
"34204","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Lipata",1940,1940,429,23234.78,3102,7.49025789813024,259.003097941965
"34764","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Bacjao",1004,1004,219,23234.78,3102,7.49025789813024,134.040778522542
"34768","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Kerikite",578,578,161,23234.78,3102,7.49025789813024,77.1669023765235
"34770","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Lunang II",501,501,96,23234.78,3102,7.49025789813024,66.8868825097548
"34775","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Talahid",494,494,118,23234.78,3102,7.49025789813024,65.9523352491394
"34769","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Lunang I (Look)",489,489,122,23234.78,3102,7.49025789813024,65.2848014915571
"36221","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Poblacion",2783,2760,652,23234.78,3102,7.49025789813024,371.549289470354
"36215","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Caucab",1859,1859,429,23234.78,3102,7.49025789813024,248.18905106913
"36217","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Jamorawon",1507,1507,382,23234.78,3102,7.49025789813024,201.19467453533
"36216","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Iyosan",1418,1418,340,23234.78,3102,7.49025789813024,189.312573650364
"36226","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Talahid",1281,1281,282,23234.78,3102,7.49025789813024,171.022148692607
"30648","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Bonbon",7807,7805,1585,10452.01,1866,5.60129153269025,1393.78569289543
"30654","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Poblacion",3392,3392,685,10452.01,1866,5.60129153269025,605.574621532126
"30646","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Angilan",2634,2634,547,10452.01,1866,5.60129153269025,470.248689008143
"30652","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Kawasan",2239,2239,531,10452.01,1866,5.60129153269025,399.72923868232
"30658","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Tampa-an",2021,2021,394,10452.01,1866,5.60129153269025,360.809643312626
"37400","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Pelong",1382,1372,324,20458.51,1635,12.5128501529052,110.446459688413
"37381","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Conat",1280,1279,302,20458.51,1635,12.5128501529052,102.294839653523
"37389","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Lobogon",1240,1240,261,20458.51,1635,12.5128501529052,99.0981259143506
"37394","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Maular",1206,1206,289,20458.51,1635,12.5128501529052,96.3809192360539
"37399","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Palayan",1193,1192,279,20458.51,1635,12.5128501529052,95.3419872708228
"26132","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Poblacion",4406,4406,1013,12773.46,2724,4.68922907488987,939.600077034727
"26131","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Odiong",3028,3028,771,12773.46,2724,4.68922907488987,645.735141457366
"26129","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Lupo",2127,2086,535,12773.46,2724,4.68922907488987,453.59268357986
"26123","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Cabugao",1964,1964,466,12773.46,2724,4.68922907488987,418.83217233232
"26127","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Linayasan",1872,1872,499,12773.46,2724,4.68922907488987,399.212742671132
"37871","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Lourdes",3188,3188,782,20458.51,1635,12.5128501529052,254.778085012056
"37870","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Loguilo",3074,3074,809,20458.51,1635,12.5128501529052,245.667450855414
"37874","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Poblacion",2986,2986,866,20458.51,1635,12.5128501529052,238.634680629235
"37879","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Tugasnon",2188,2188,601,20458.51,1635,12.5128501529052,174.860241532741
"37869","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Lanao",2142,2142,544,20458.51,1635,12.5128501529052,171.184020732693
"17861","REGION IV-A – CALABARZON","CAVITE","AMADEO","Talon",3100,3068,701,16576.26,2968,5.58499326145552,555.058861287166
"17847","REGION IV-A – CALABARZON","CAVITE","AMADEO","Pangil",2909,2891,699,16576.26,2968,5.58499326145552,520.860073382054
"17844","REGION IV-A – CALABARZON","CAVITE","AMADEO","Maitim I",2820,2788,633,16576.26,2968,5.58499326145552,504.924512525745
"17841","REGION IV-A – CALABARZON","CAVITE","AMADEO","Dagatan",2722,2644,642,16576.26,2968,5.58499326145552,487.377490459247
"17860","REGION IV-A – CALABARZON","CAVITE","AMADEO","Salaban",2311,2285,531,16576.26,2968,5.58499326145552,413.787428527304
"13224","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Poblacion",2758,2758,674,29836.88,1886,15.8201908801697,174.33417971316
"13226","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Tiblac",2123,2123,490,29836.88,1886,15.8201908801697,134.195599539898
"13220","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Ammueg",2110,2110,482,29836.88,1886,15.8201908801697,133.37386482769
"13222","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Labang",1826,1826,406,29836.88,1886,15.8201908801697,115.422121884058
"13227","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Dulli",1767,1767,449,29836.88,1886,15.8201908801697,111.69271049788
"7496","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Jugno",3929,3929,934,13425.4,1023,13.1235581622678,299.385269712634
"7501","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Tandayag",3674,3674,866,13425.4,1023,13.1235581622678,279.954563737393
"7494","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Bio-os",3639,3639,864,13425.4,1023,13.1235581622678,277.287604093733
"7499","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Silab",3606,3606,857,13425.4,1023,13.1235581622678,274.773042143996
"7495","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Jantianon",2993,2993,678,13425.4,1023,13.1235581622678,228.063148956456
"1374","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kauran",5001,5001,858,36650.95,2081,17.6121816434407,283.951193625268
"1370","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Dicalongan (Pob.)",4243,4241,603,36650.95,2081,17.6121816434407,240.912800350332
"1380","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Salman",3989,3989,589,36650.95,2081,17.6121816434407,226.490964081422
"1372","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kamasi",2738,2738,404,36650.95,2081,17.6121816434407,155.460581512894
"1373","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kapinpilan",1915,1915,303,36650.95,2081,17.6121816434407,108.731560846308
"11436","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Centro",2495,2495,537,29836.88,1886,15.8201908801697,157.709854381557
"11442","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Estefania",2456,2456,492,29836.88,1886,15.8201908801697,155.244650244932
"11439","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Dadda",2128,2128,491,29836.88,1886,15.8201908801697,134.511651352286
"11426","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Baculud",1947,1947,451,29836.88,1886,15.8201908801697,123.070575743845
"11430","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Calamagui",1769,1769,408,29836.88,1886,15.8201908801697,111.819131222836
"35725","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Poblacion",1354,1354,327,23234.78,3102,7.49025789813024,180.768141553309
"35727","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Tagup-on",1009,1009,197,23234.78,3102,7.49025789813024,134.708312280125
"35721","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Lo-ok",942,942,190,23234.78,3102,7.49025789813024,125.763359928521
"35726","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","San Vicente",852,852,159,23234.78,3102,7.49025789813024,113.747752292038
"35722","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Mahalo",822,822,209,23234.78,3102,7.49025789813024,109.742549746544
"15836","REGION III - CENTRAL LUZON","TARLAC","ANAO","Sinense",1115,1115,269,21906.19,2268,9.6588139329806,115.438604339687
"15830","REGION III - CENTRAL LUZON","TARLAC","ANAO","San Francisco West",1107,1107,264,21906.19,2268,9.6588139329806,114.610345295097
"15837","REGION III - CENTRAL LUZON","TARLAC","ANAO","Suaverdez",1015,1015,248,21906.19,2268,9.6588139329806,105.085366282316
"15824","REGION III - CENTRAL LUZON","TARLAC","ANAO","Casili",961,961,224,21906.19,2268,9.6588139329806,99.4946177313353
"15828","REGION III - CENTRAL LUZON","TARLAC","ANAO","Rizal",854,854,191,21906.19,2268,9.6588139329806,88.4166530099483
"10056","REGION I - ILOCOS","PANGASINAN","ANDA","Poblacion",3450,3450,841,12964.62,2609,4.96919126101955,694.277965725181
"10049","REGION I - ILOCOS","PANGASINAN","ANDA","Carot",3440,3440,770,12964.62,2609,4.96919126101955,692.265565824529
"10048","REGION I - ILOCOS","PANGASINAN","ANDA","Cabungan",3178,3178,720,12964.62,2609,4.96919126101955,639.540688427428
"10061","REGION I - ILOCOS","PANGASINAN","ANDA","Tondol",2935,2935,697,12964.62,2609,4.96919126101955,590.639370841567
"10054","REGION I - ILOCOS","PANGASINAN","ANDA","Mal-ong",2877,2877,722,12964.62,2609,4.96919126101955,578.967451417782
"12230","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","La Suerte",2062,2062,460,29836.88,1886,15.8201908801697,130.339767428766
"12216","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Centro II (Pob.)",1828,1828,367,29836.88,1886,15.8201908801697,115.548542609013
"12209","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Calabayan-Minanga",1802,1802,414,29836.88,1886,15.8201908801697,113.905073184596
"12256","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Viga",1775,1775,487,29836.88,1886,15.8201908801697,112.198393397701
"12221","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Dalenat",1513,1513,338,29836.88,1886,15.8201908801697,95.6372784285756
"13878","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Sulucan",5723,5723,1370,21906.19,2268,9.6588139329806,592.515814023342
"13875","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Santa Cruz (Pob.)",5641,5641,1585,21906.19,2268,9.6588139329806,584.026158816298
"13866","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Binagbag",5182,5182,1258,21906.19,2268,9.6588139329806,536.504796132965
"13874","REGION III - CENTRAL LUZON","BULACAN","ANGAT","San Roque (Pob.)",5168,5168,1352,21906.19,2268,9.6588139329806,535.055342804933
"13877","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Santo Cristo (Pob.)",4999,4999,1098,21906.19,2268,9.6588139329806,517.558370487976
"15284","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Balibago",40087,39855,9873,21906.19,2268,9.6588139329806,4150.30254005831
"15293","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Malabanias",33174,33103,8209,21906.19,2268,9.6588139329806,3434.58319315226
"15288","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Cutcut",27843,27843,6634,21906.19,2268,9.6588139329806,2882.65207231381
"15300","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Pulung Cacutud",23891,23890,4858,21906.19,2268,9.6588139329806,2473.49210428651
"15289","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Cutud",23177,23177,5684,21906.19,2268,9.6588139329806,2399.56998455688
"20568","REGION IV-A – CALABARZON","RIZAL ","ANGONO","Mahabang Parang",32744,32744,7265,16576.26,2968,5.58499326145552,5862.85398515709
"20563","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Isidro",31339,31206,7114,16576.26,2968,5.58499326145552,5611.2869851221
"20560","REGION IV-A – CALABARZON","RIZAL ","ANGONO","Kalayaan",16854,16841,3991,16576.26,2968,5.58499326145552,3017.72969294642
"20566","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Vicente",11898,11898,2703,16576.26,2968,5.58499326145552,2130.35171986926
"20565","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Roque",9898,9894,1903,16576.26,2968,5.58499326145552,1772.24922871625
"27604","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Dangula-an",2643,2643,620,12773.46,2724,4.68922907488987,563.632093418698
"27598","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Badiang",2262,2262,503,12773.46,2724,4.68922907488987,482.382064060951
"27612","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","San Carlos",2258,2258,505,12773.46,2724,4.68922907488987,481.52904538003
"27611","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Poblacion",2202,2197,489,12773.46,2724,4.68922907488987,469.586783847133
"27608","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Mostro",1930,1930,409,12773.46,2724,4.68922907488987,411.58151354449
"26461","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Magdalena",2168,2168,464,12773.46,2724,4.68922907488987,462.336125059303
"26460","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Mabuyong",1385,1385,296,12773.46,2724,4.68922907488987,295.357718268973
"26467","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","San Francisco",1378,1378,314,12773.46,2724,4.68922907488987,293.864935577361
"26451","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Butuan",1352,1352,299,12773.46,2724,4.68922907488987,288.320314151373
"26471","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Talisayan",1341,1341,288,12773.46,2724,4.68922907488987,285.97451277884
"29565","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Poblacion",1404,1404,300,10452.01,1866,5.60129153269025,250.656476601151
"29554","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Bantolinao",1274,1274,320,10452.01,1866,5.60129153269025,227.447543582526
"29553","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Angilan",947,947,224,10452.01,1866,5.60129153269025,169.068150527985
"29573","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Villa Aurora (Canoc-oc)",863,863,223,10452.01,1866,5.60129153269025,154.071609192873
"29570","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Tupas",850,850,203,10452.01,1866,5.60129153269025,151.75071589101
"40042","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Poblacion",7205,7205,1681,22786.08,1088,20.9430882352941,344.027581751666
"40039","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Malatad",3198,3198,762,22786.08,1088,20.9430882352941,152.69954287881
"40035","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Kiyaab",2434,2434,596,22786.08,1088,20.9430882352941,116.219727131652
"40032","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Camutan",2128,2128,501,22786.08,1088,20.9430882352941,101.608701452817
"40040","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Malire",1580,1580,371,22786.08,1088,20.9430882352941,75.4425508907192
"15323","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","San Vicente",22580,22559,4670,21906.19,2268,9.6588139329806,2337.76115335437
"15321","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Sampaloc",11891,11706,2988,21906.19,2268,9.6588139329806,1231.10353740199
"15315","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Balucuc",10104,10104,2111,21906.19,2268,9.6588139329806,1046.09117331677
"15326","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Tabuyuc (Santo Rosario)",9819,9819,2092,21906.19,2268,9.6588139329806,1016.58444485326
"15325","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Sulipan",9269,9250,2112,21906.19,2268,9.6588139329806,959.641635537718
"11493","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Maura",7115,7030,1601,29836.88,1886,15.8201908801697,449.741729027968
"11492","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Macanaya (Pescaria)",5561,5470,1128,29836.88,1886,15.8201908801697,351.512825737812
"11500","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Punta",4665,4634,997,29836.88,1886,15.8201908801697,294.876340957902
"11501","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","San Antonio",3877,3877,852,29836.88,1886,15.8201908801697,245.06657532557
"11496","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Paddaya",3769,3769,813,29836.88,1886,15.8201908801697,238.239856177992
"4515","MIMAROPA REGION","PALAWAN","ARACELI","Poblacion (Centro)",3217,3203,694,29606.25,1209,24.4882133995037,131.369322355921
"4514","MIMAROPA REGION","PALAWAN","ARACELI","Tudela (Calandagan)",2429,2429,508,29606.25,1209,24.4882133995037,99.1905763141229
"4513","MIMAROPA REGION","PALAWAN","ARACELI","Tinintinan",1591,1591,352,29606.25,1209,24.4882133995037,64.9700316656111
"4508","MIMAROPA REGION","PALAWAN","ARACELI","Mauringuen",1057,1057,224,29606.25,1209,24.4882133995037,43.1636225459151
"4509","MIMAROPA REGION","PALAWAN","ARACELI","Osmeña",993,993,234,29606.25,1209,24.4882133995037,40.5501203293224
"40094","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Greenfield",5506,5472,1254,22786.08,1088,20.9430882352941,262.902965319177
"40091","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Doroluman",4360,3963,929,22786.08,1088,20.9430882352941,208.18324169844
"40102","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Malibatuan",3882,3882,843,22786.08,1088,20.9430882352941,185.359482631501
"40095","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Kabalantian",3717,3717,823,22786.08,1088,20.9430882352941,177.480988392914
"40104","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Meocan",3317,3317,727,22786.08,1088,20.9430882352941,158.38160842058
"15337","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","Mangga-Cacutud",10133,10133,2226,21906.19,2268,9.6588139329806,1049.0936123534
"15347","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Juan Bano",9065,9065,1759,21906.19,2268,9.6588139329806,938.521029900681
"15349","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Nicolas",8227,8227,1645,21906.19,2268,9.6588139329806,851.760894979912
"15348","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Mateo",6382,6382,1222,21906.19,2268,9.6588139329806,660.743652821417
"15332","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","Gatiawin",6323,6323,1365,21906.19,2268,9.6588139329806,654.635242367568
"30694","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Poblacion",5454,5451,1313,10452.01,1866,5.60129153269025,973.704005258319
"30700","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Talo-ot",3990,3980,826,10452.01,1866,5.60129153269025,712.335713417802
"30670","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Bulasa",3648,3648,769,10452.01,1866,5.60129153269025,651.278366553419
"30667","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Bogo",3557,3557,720,10452.01,1866,5.60129153269025,635.032113440381
"30698","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Talaga",3510,3510,876,10452.01,1866,5.60129153269025,626.641191502878
"9438","REGION I - ILOCOS","LA UNION","ARINGAY","San Eugenio",3783,3783,960,12964.62,2609,4.96919126101955,761.290882416916
"9437","REGION I - ILOCOS","LA UNION","ARINGAY","San Benito Sur",3638,3625,832,12964.62,2609,4.96919126101955,732.111083857452
"9433","REGION I - ILOCOS","LA UNION","ARINGAY","Poblacion",3473,3450,801,12964.62,2609,4.96919126101955,698.906485496683
"9446","REGION I - ILOCOS","LA UNION","ARINGAY","Santa Rita West",3438,3438,746,12964.62,2609,4.96919126101955,691.863085844398
"9427","REGION I - ILOCOS","LA UNION","ARINGAY","Dulao",3427,3427,728,12964.62,2609,4.96919126101955,689.64944595368
